Year,NOC,Gold,Silver,Bronze,Total,Rank,Athletes,GDP,Host,Past_Gold_Avg,Past_Total_Avg,Past_Gold_Sum,Past_Total_Sum,Cluster
1992,Thailand,0,0,1,1,54.0,64.0,17073.0,0,0.0,1.0,0.0,3.0,2
2020,Thailand,1,0,1,2,59.0,48.0,23413.0,0,1.3333333333333333,5.333333333333333,4.0,16.0,2
2016,Thailand,2,2,2,6,35.0,58.0,21959.0,0,1.6666666666666667,6.0,5.0,18.0,2
2008,Thailand,2,2,2,6,31.0,53.0,19705.0,0,1.6666666666666667,4.333333333333333,5.0,13.0,2
1984,Thailand,0,1,0,1,33.0,40.0,10336.0,0,0.0,1.0,0.0,1.0,2
2012,Thailand,0,2,2,4,59.0,43.0,24430.0,0,2.0,5.666666666666667,6.0,17.0,2
2004,Thailand,3,1,4,8,25.0,51.0,14133.0,0,0.6666666666666666,2.0,2.0,6.0,2
2008,Togo,0,0,1,1,82.0,0.0,286.0,0,0.0,0.0,0.0,0.0,1
1996,Tonga,0,1,0,1,61.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
2008,Trinidad and Tobago,1,1,0,2,47.0,35.0,1863.0,0,0.0,1.6666666666666667,0.0,5.0,2
2012,Trinidad and Tobago,1,1,2,4,42.0,38.0,1652.0,0,0.3333333333333333,1.6666666666666667,1.0,5.0,2
2000,Trinidad and Tobago,0,1,1,2,61.0,29.0,775.0,0,0.3333333333333333,2.0,1.0,6.0,2
1948,Trinidad and Tobago,0,1,0,1,28.0,9.0,860.0,0,0.0,0.0,0.0,0.0,2
1976,Trinidad and Tobago,1,0,0,1,26.0,20.0,1318.0,0,0.0,2.0,0.0,6.0,2
1952,Trinidad and Tobago,0,0,2,2,37.0,2.0,860.0,0,0.0,1.0,0.0,1.0,2
1996,Trinidad and Tobago,0,0,2,2,68.0,16.0,685.0,0,0.3333333333333333,2.0,1.0,6.0,2
2016,Trinidad and Tobago,0,0,1,1,78.0,43.0,1239.0,0,0.6666666666666666,2.3333333333333335,2.0,7.0,2
2004,Trinidad and Tobago,0,0,1,1,71.0,26.0,1068.0,0,0.3333333333333333,1.6666666666666667,1.0,5.0,2
1964,Trinidad and Tobago,0,1,2,3,28.0,18.0,860.0,0,0.0,1.5,0.0,3.0,2
2020,Tunisia,1,1,0,2,58.0,73.0,1966.0,0,1.0,2.3333333333333335,3.0,7.0,2
1972,Tunisia,0,1,0,1,33.0,37.0,1700.0,0,0.5,2.0,1.0,4.0,2
2008,Tunisia,1,0,0,1,53.0,29.0,3013.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
2024,Tunisia,1,1,1,3,52.0,31.0,3013.0,0,1.0,2.6666666666666665,3.0,8.0,2
2016,Tunisia,0,0,3,3,75.0,65.0,2336.0,0,1.0,1.6666666666666667,3.0,5.0,2
2012,Tunisia,2,0,1,3,36.0,87.0,2881.0,0,0.3333333333333333,1.0,1.0,3.0,2
1996,Tunisia,0,0,1,1,71.0,52.0,2398.0,0,0.3333333333333333,1.6666666666666667,1.0,5.0,2
1964,Tunisia,0,1,1,2,29.0,12.0,2058.6666666666665,0,0.0,0.0,0.0,0.0,2
1968,Tunisia,1,0,1,2,28.0,8.0,1221.0,0,0.0,2.0,0.0,2.0,2
2024,Turkey,0,3,5,8,64.0,0.0,279261.0,0,1.3333333333333333,8.0,4.0,24.0,2
1956,Turkey,3,2,2,7,12.0,0.0,14697.947368421053,0,3.0,5.666666666666667,9.0,17.0,2
2008,Turkey,1,1,3,5,42.0,0.0,14697.947368421053,0,3.3333333333333335,7.0,10.0,21.0,2
1948,Turkey,6,4,2,12,7.0,0.0,14697.947368421053,0,1.0,2.0,1.0,2.0,2
1988,Turkey,1,1,0,2,27.0,0.0,14697.947368421053,0,0.6666666666666666,2.0,2.0,6.0,2
2000,Turkey,3,0,2,5,26.0,0.0,14697.947368421053,0,2.3333333333333335,4.666666666666667,7.0,14.0,2
2020,Turkey,2,2,9,13,35.0,0.0,14697.947368421053,0,1.0,5.333333333333333,3.0,16.0,2
1992,Turkey,2,2,2,6,23.0,0.0,14697.947368421053,0,0.3333333333333333,2.0,1.0,6.0,2
2004,Turkey,3,3,4,10,22.0,0.0,14697.947368421053,0,3.0,5.666666666666667,9.0,17.0,2
1984,Turkey,0,0,3,3,40.0,0.0,14697.947368421053,0,1.3333333333333333,3.0,4.0,9.0,2
1972,Turkey,0,1,0,1,33.0,0.0,14697.947368421053,0,3.6666666666666665,5.666666666666667,11.0,17.0,2
2016,Turkey,1,3,4,8,41.0,0.0,14697.947368421053,0,1.6666666666666667,6.0,5.0,18.0,2
1960,Turkey,7,2,0,9,6.0,0.0,14697.947368421053,0,3.6666666666666665,7.333333333333333,11.0,22.0,2
1996,Turkey,4,1,1,6,19.0,0.0,14697.947368421053,0,1.0,3.6666666666666665,3.0,11.0,2
1968,Turkey,2,0,0,2,21.0,0.0,14697.947368421053,0,4.0,7.333333333333333,12.0,22.0,2
1936,Turkey,1,0,1,2,19.0,0.0,14697.947368421053,0,0.0,0.0,0.0,0.0,2
1952,Turkey,2,0,1,3,16.0,0.0,14697.947368421053,0,3.5,7.0,7.0,14.0,2
2012,Turkey,1,1,1,3,46.0,0.0,14697.947368421053,0,2.3333333333333335,6.666666666666667,7.0,20.0,2
1964,Turkey,2,3,1,6,16.0,0.0,14697.947368421053,0,4.0,6.333333333333333,12.0,19.0,2
2020,Turkmenistan,0,1,0,1,77.0,10.0,2122.0,0,0.0,0.0,0.0,0.0,1
1972,Uganda,1,1,0,2,24.0,35.0,1116.0,0,0.0,2.0,0.0,2.0,2
1980,Uganda,0,1,0,1,32.0,16.0,416.0,0,0.5,2.0,1.0,4.0,2
2024,Uganda,1,1,0,2,55.0,27.0,954.0,0,1.0,2.0,3.0,6.0,2
1996,Uganda,0,0,1,1,71.0,12.0,721.0,0,0.3333333333333333,1.6666666666666667,1.0,5.0,2
1968,Uganda,0,1,1,2,36.0,14.0,1032.0,0,0.0,0.0,0.0,0.0,2
2020,Uganda,2,1,1,4,36.0,28.0,1737.0,0,0.3333333333333333,1.0,1.0,3.0,2
2012,Uganda,1,0,0,1,50.0,16.0,1651.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
1996,Ukraine,9,2,12,23,9.0,351.0,5492.0,0,0.0,0.0,0.0,0.0,4
2020,Ukraine,1,6,12,19,44.0,225.0,7311.0,0,4.666666666666667,17.333333333333332,14.0,52.0,4
2004,Ukraine,8,5,9,22,13.0,357.0,5483.0,0,6.0,23.0,12.0,46.0,4
2024,Ukraine,3,5,4,12,22.0,212.0,11205.0,0,2.6666666666666665,16.333333333333332,8.0,49.0,4
2008,Ukraine,7,4,11,22,12.0,327.0,12713.0,0,6.666666666666667,22.666666666666668,20.0,68.0,4
2000,Ukraine,3,10,10,23,21.0,368.0,3138.0,0,9.0,23.0,9.0,23.0,4
2016,Ukraine,2,5,4,11,31.0,272.0,4942.0,0,6.666666666666667,21.0,20.0,63.0,4
2012,Ukraine,5,4,10,19,15.0,304.0,11205.0,0,6.0,22.333333333333332,18.0,67.0,4
2004,United Arab Emirates,1,0,0,1,54.0,0.0,12081.0,0,0.0,0.0,0.0,0.0,1
2016,United Arab Emirates,0,0,1,1,78.0,0.0,19614.0,0,1.0,1.0,1.0,1.0,1
1984,United States,83,61,30,174,1.0,693.0,1000000.0,1,37.333333333333336,98.33333333333333,112.0,295.0,3
1976,United States,34,35,25,94,3.0,554.0,1000000.0,0,38.0,97.0,114.0,291.0,3
1900,United States,19,14,15,48,2.0,135.0,482758.6206896552,0,11.0,20.0,11.0,20.0,3
2024,United States,40,44,42,126,1.0,854.0,1000000.0,0,44.333333333333336,112.66666666666667,133.0,338.0,3
1988,United States,36,31,27,94,3.0,715.0,1000000.0,0,50.0,120.66666666666667,150.0,362.0,3
1904,United States,76,78,77,231,1.0,1109.0,482758.6206896552,1,15.0,34.0,30.0,68.0,3
1896,United States,11,7,2,20,1.0,27.0,482758.6206896552,0,0.0,0.0,0.0,0.0,3
2016,United States,46,37,38,121,1.0,719.0,1000000.0,0,40.0,105.66666666666667,120.0,317.0,3
1908,United States,23,12,12,47,2.0,219.0,482758.6206896552,0,35.333333333333336,99.66666666666667,106.0,299.0,3
2008,United States,36,39,37,112,2.0,763.0,1000000.0,0,39.0,98.33333333333333,117.0,295.0,3
1948,United States,38,27,19,84,1.0,424.0,482758.6206896552,0,30.0,74.33333333333333,90.0,223.0,3
1936,United States,24,21,12,57,2.0,487.0,482758.6206896552,0,37.0,88.33333333333333,111.0,265.0,3
1952,United States,40,19,17,76,1.0,451.0,482758.6206896552,0,35.333333333333336,83.66666666666667,106.0,251.0,3
2004,United States,36,39,26,101,1.0,726.0,1000000.0,0,39.333333333333336,100.66666666666667,118.0,302.0,3
2012,United States,48,26,30,104,1.0,689.0,1000000.0,0,36.333333333333336,102.0,109.0,306.0,3
1932,United States,44,36,30,110,1.0,743.0,482758.6206896552,1,36.0,83.33333333333333,108.0,250.0,3
1956,United States,32,25,17,74,2.0,443.0,482758.6206896552,0,34.0,72.33333333333333,102.0,217.0,3
1972,United States,33,31,30,94,2.0,578.0,1000000.0,0,38.333333333333336,89.33333333333333,115.0,268.0,3
1960,United States,34,21,16,71,2.0,428.0,482758.6206896552,0,36.666666666666664,78.0,110.0,234.0,3
2000,United States,37,24,32,93,1.0,764.0,1000000.0,0,39.0,101.0,117.0,303.0,3
1964,United States,36,26,28,90,1.0,492.0,482758.6206896552,0,35.333333333333336,73.66666666666667,106.0,221.0,3
1928,United States,22,18,16,56,1.0,426.0,482758.6206896552,0,37.333333333333336,86.0,112.0,258.0,3
2020,United States,39,41,33,113,1.0,856.0,1000000.0,0,43.333333333333336,112.33333333333333,130.0,337.0,3
1924,United States,45,27,27,99,1.0,459.0,482758.6206896552,0,30.0,68.66666666666667,90.0,206.0,3
1992,United States,37,34,37,108,2.0,734.0,1000000.0,0,51.0,120.66666666666667,153.0,362.0,3
1996,United States,44,32,25,101,1.0,839.0,1000000.0,1,52.0,125.33333333333333,156.0,376.0,3
1968,United States,45,28,34,107,1.0,529.0,1000000.0,0,34.0,78.33333333333333,102.0,235.0,3
1912,United States,26,19,19,64,1.0,364.0,482758.6206896552,0,39.333333333333336,108.66666666666667,118.0,326.0,3
1920,United States,41,27,27,95,1.0,473.0,482758.6206896552,0,41.666666666666664,114.0,125.0,342.0,3
1924,Uruguay,1,0,0,1,19.0,0.0,275.75,0,0.0,0.0,0.0,0.0,2
1952,Uruguay,0,0,2,2,37.0,0.0,275.75,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
1932,Uruguay,0,0,1,1,26.0,0.0,275.75,0,1.0,1.0,2.0,2.0,2
1948,Uruguay,0,1,1,2,26.0,0.0,275.75,0,0.6666666666666666,1.0,2.0,3.0,2
1956,Uruguay,0,0,1,1,35.0,0.0,275.75,0,0.0,1.6666666666666667,0.0,5.0,2
1928,Uruguay,1,0,0,1,24.0,0.0,275.75,0,1.0,1.0,1.0,1.0,2
2000,Uruguay,0,1,0,1,64.0,0.0,2206.0,0,0.0,1.3333333333333333,0.0,4.0,2
1964,Uruguay,0,0,1,1,35.0,0.0,275.75,0,0.0,1.6666666666666667,0.0,5.0,2
2004,Uzbekistan,2,1,2,5,35.0,79.0,965.0,0,0.5,3.0,1.0,6.0,2
2000,Uzbekistan,1,1,2,4,43.0,85.0,1322.0,0,0.0,2.0,0.0,2.0,2
2016,Uzbekistan,4,2,7,13,21.0,80.0,4558.0,0,0.6666666666666666,4.0,2.0,12.0,2
2020,Uzbekistan,3,0,2,5,32.0,85.0,3088.0,0,1.3333333333333333,6.666666666666667,4.0,20.0,2
1996,Uzbekistan,0,1,1,2,58.0,95.0,1700.0,0,0.0,0.0,0.0,0.0,2
2012,Uzbekistan,0,0,3,3,76.0,56.0,4125.0,0,1.0,4.333333333333333,3.0,13.0,2
2024,Uzbekistan,8,2,3,13,13.0,119.0,4125.0,0,2.3333333333333335,7.0,7.0,21.0,2
2008,Uzbekistan,0,1,3,4,63.0,69.0,1977.0,0,1.0,3.6666666666666665,3.0,11.0,2
2020,Venezuela,1,3,0,4,46.0,0.0,0.0,0,0.3333333333333333,1.6666666666666667,1.0,5.0,2
2008,Venezuela,0,0,1,1,82.0,0.0,0.0,0,0.0,2.0,0.0,6.0,2
1980,Venezuela,0,1,0,1,32.0,0.0,0.0,0,0.3333333333333333,1.0,1.0,3.0,2
1952,Venezuela,0,0,1,1,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
1984,Venezuela,0,0,3,3,40.0,0.0,0.0,0,0.3333333333333333,1.0,1.0,3.0,2
2012,Venezuela,1,0,0,1,50.0,0.0,0.0,0,0.0,2.0,0.0,6.0,2
1968,Venezuela,1,0,0,1,29.0,0.0,0.0,0,0.0,1.0,0.0,2.0,2
1976,Venezuela,0,1,0,1,34.0,0.0,0.0,0,0.3333333333333333,1.0,1.0,3.0,2
1960,Venezuela,0,0,1,1,41.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2
2016,Venezuela,0,2,1,3,62.0,0.0,0.0,0,0.3333333333333333,1.3333333333333333,1.0,4.0,2
2004,Venezuela,0,0,2,2,68.0,0.0,0.0,0,0.0,1.6666666666666667,0.0,5.0,2
2012,Vietnam,0,0,1,1,79.0,0.0,0.0,0,0.0,1.0,0.0,2.0,1
2000,Vietnam,0,1,0,1,64.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
2016,Vietnam,1,1,0,2,48.0,0.0,0.0,0,0.0,1.0,0.0,3.0,1
2008,Vietnam,0,1,0,1,72.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1
1988,Virgin Islands,0,1,0,1,36.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
1980,Yugoslavia,2,3,4,9,14.0,0.0,0.0,0,2.3333333333333335,7.0,7.0,21.0,2
1928,Yugoslavia,1,1,3,5,21.0,0.0,0.0,0,2.0,2.0,2.0,2.0,2
1984,Yugoslavia,7,4,7,18,9.0,0.0,0.0,0,2.0,7.333333333333333,6.0,22.0,2
1976,Yugoslavia,2,3,3,8,16.0,0.0,0.0,0,2.3333333333333335,6.0,7.0,18.0,2
1988,Yugoslavia,3,4,5,12,16.0,0.0,0.0,0,3.6666666666666665,11.666666666666666,11.0,35.0,2
1972,Yugoslavia,2,1,2,5,20.0,0.0,0.0,0,2.0,5.0,6.0,15.0,2
1968,Yugoslavia,3,3,2,8,16.0,0.0,0.0,0,1.0,3.3333333333333335,3.0,10.0,2
1924,Yugoslavia,2,0,0,2,14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2
1960,Yugoslavia,1,1,0,2,18.0,0.0,0.0,0,0.3333333333333333,2.6666666666666665,1.0,8.0,2
1964,Yugoslavia,2,1,2,5,19.0,0.0,0.0,0,0.6666666666666666,2.6666666666666665,2.0,8.0,2
1952,Yugoslavia,1,2,0,3,21.0,0.0,0.0,0,0.3333333333333333,2.6666666666666665,1.0,8.0,2
1948,Yugoslavia,0,2,0,2,24.0,0.0,0.0,0,1.0,2.6666666666666665,3.0,8.0,2
1936,Yugoslavia,0,1,0,1,25.0,0.0,0.0,0,1.5,3.5,3.0,7.0,2
1956,Yugoslavia,0,3,0,3,26.0,0.0,0.0,0,0.3333333333333333,2.0,1.0,6.0,2
1996,Zambia,0,1,0,1,61.0,0.0,418.0,0,0.0,1.0,0.0,1.0,1
1984,Zambia,0,0,1,1,43.0,0.0,657.0,0,0.0,0.0,0.0,0.0,1
2024,Zambia,0,0,1,1,84.0,0.0,1189.0,0,0.0,1.0,0.0,2.0,1
2004,Zimbabwe,1,1,1,3,49.0,0.0,456.0,0,1.0,1.0,1.0,1.0,2
1980,Zimbabwe,1,0,0,1,23.0,0.0,2318.0,0,0.0,0.0,0.0,0.0,2
2008,Zimbabwe,1,3,0,4,38.0,0.0,275.0,0,1.0,2.0,2.0,4.0,2
